relpath,role,tier,source,bytes,md5,sha256,url,s3_uri
derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-1_desc-confounds_timeseries.tsv,confounds,transport,fmriprep,568598,be6dec8f2864b76757b52e639c58f04c,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-107:func:sub-107_task-sharedreward_run-1_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-1_desc-confounds_timeseries.tsv
sub-107/func/sub-107_task-sharedreward_run-01_events.tsv,events,transport,raw,4070,e8ca5575ba85c21581606c376d32c90e,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-107:func:sub-107_task-sharedreward_run-01_events.tsv,s3://openneuro.org/ds003745/sub-107/func/sub-107_task-sharedreward_run-01_events.tsv
derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,transport,fmriprep,76877923,aa5dbc487deb209b90584d31f894e829,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-107:func:sub-107_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,transport,fmriprep,3869,b393dfa3bb0ecbbc14224b206b5e0f89,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-107:func:sub-107_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-2_desc-confounds_timeseries.tsv,confounds,transport,fmriprep,620496,8d518e492e933cb509a89b43eff8f338,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-107:func:sub-107_task-sharedreward_run-2_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-107/func/sub-107_task-sharedreward_run-2_desc-confounds_timeseries.tsv
sub-107/func/sub-107_task-sharedreward_run-02_events.tsv,events,transport,raw,4046,5278957ca925245ab006b1d14e70a621,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-107:func:sub-107_task-sharedreward_run-02_events.tsv,s3://openneuro.org/ds003745/sub-107/func/sub-107_task-sharedreward_run-02_events.tsv
derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,anat-T1w-mni,core,fmriprep,8166654,14297dcf406ecdebff3d44dfdd0f8e87,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:anat:sub-108_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz
derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,anat-mask-mni,core,fmriprep,56119,eb5e465046be4b2db91a3f17637a6d48,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:anat:sub-108_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_label-GM_probseg.nii.gz,anat-gm-probseg,core,fmriprep,6451415,60064f84a1ad85ebf8182a048aef0512,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:anat:sub-108_space-MNI152NLin2009cAsym_label-GM_probseg.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_label-GM_probseg.nii.gz
derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_dseg.nii.gz,anat-dseg-mni,core,fmriprep,256971,40e67845731aa712b7df21b2d9ad3d46,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:anat:sub-108_space-MNI152NLin2009cAsym_dseg.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/anat/sub-108_space-MNI152NLin2009cAsym_dseg.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,89303124,7b1abfdf1b0e07d46f48645a7f1397dc,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3736,55cb86c1fda1b38fb280150460c69d09,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-1_desc-confounds_timeseries.tsv,confounds,core,fmriprep,657548,2e7f9775ca574439cbc92582543a5543,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-1_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-1_desc-confounds_timeseries.tsv
sub-108/func/sub-108_task-trust_run-01_events.tsv,events,core,raw,3977,8d7b355ddd8f2f14ddc51a96fa03310a,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-108:func:sub-108_task-trust_run-01_events.tsv,s3://openneuro.org/ds003745/sub-108/func/sub-108_task-trust_run-01_events.tsv
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,89397229,6bb51a80898f9cc058c9fda1b8bc6927,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3775,e6d3a007d85f2d274adcaca5a346284a,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-2_desc-confounds_timeseries.tsv,confounds,core,fmriprep,670968,a6af2503e61064d378a83e827ead61fc,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-2_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-2_desc-confounds_timeseries.tsv
sub-108/func/sub-108_task-trust_run-02_events.tsv,events,core,raw,4239,9056262fd8bc003f7b103de7a130ec3f,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-108:func:sub-108_task-trust_run-02_events.tsv,s3://openneuro.org/ds003745/sub-108/func/sub-108_task-trust_run-02_events.tsv
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,89893322,8cedc2a1fbbedeaf0fdb70a7c92d4609,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3663,578edf9934b1287a01d797abc968c69d,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-3_desc-confounds_timeseries.tsv,confounds,core,fmriprep,685372,de6309fee36be9a85aa9091ef5183d3d,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-3_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-3_desc-confounds_timeseries.tsv
sub-108/func/sub-108_task-trust_run-03_events.tsv,events,core,raw,4299,d5851755645b574cc3f1eb57dc79b826,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-108:func:sub-108_task-trust_run-03_events.tsv,s3://openneuro.org/ds003745/sub-108/func/sub-108_task-trust_run-03_events.tsv
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,89723793,e13af2530d04e78b6673c903236ff05e,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-4_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3767,50bcbe68bd4af35fe25bf6aa5f2c6b8d,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-4_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-4_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-4_desc-confounds_timeseries.tsv,confounds,core,fmriprep,669982,d1fc91c50a8b3bdea816d1b9ed2f4924,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-4_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-4_desc-confounds_timeseries.tsv
sub-108/func/sub-108_task-trust_run-04_events.tsv,events,core,raw,4176,eb72a1b89d303712b4d9b5bbbde0b6ec,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-108:func:sub-108_task-trust_run-04_events.tsv,s3://openneuro.org/ds003745/sub-108/func/sub-108_task-trust_run-04_events.tsv
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,89869341,d139af73ff1657c2e48ad826b07e4ae2,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-5_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3712,bfbc8cd494848384873b1f6e61a27ffe,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-5_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-5_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-5_desc-confounds_timeseries.tsv,confounds,core,fmriprep,580916,a7f22410ba89a84d05a7c95f59a8a79f,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-trust_run-5_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-trust_run-5_desc-confounds_timeseries.tsv
sub-108/func/sub-108_task-trust_run-05_events.tsv,events,core,raw,3982,fd59fc129ff34479b38ead74bfe1feb5,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-108:func:sub-108_task-trust_run-05_events.tsv,s3://openneuro.org/ds003745/sub-108/func/sub-108_task-trust_run-05_events.tsv
derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,transport,fmriprep,83629896,b1ccd9f8ec25611bd04e02998ea0530b,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-sharedreward_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,transport,fmriprep,3672,6df796b2a643424eab36ec7973770409,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-sharedreward_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-1_desc-confounds_timeseries.tsv,confounds,transport,fmriprep,569394,56b47a32dccecc71a136a88a1de3d100,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-sharedreward_run-1_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-1_desc-confounds_timeseries.tsv
sub-108/func/sub-108_task-sharedreward_run-01_events.tsv,events,transport,raw,4047,d3dc1901dd738db36c46f9fae0ad7bfb,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-108:func:sub-108_task-sharedreward_run-01_events.tsv,s3://openneuro.org/ds003745/sub-108/func/sub-108_task-sharedreward_run-01_events.tsv
derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,transport,fmriprep,83581387,9ff8bfe9b85baf63b4b7ae71711cd2e8,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,transport,fmriprep,3608,effa975a2f94c15f9b27ab67d4767348,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-2_desc-confounds_timeseries.tsv,confounds,transport,fmriprep,513601,1fd557652a306d644bac1e1da453399f,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-108:func:sub-108_task-sharedreward_run-2_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-108/func/sub-108_task-sharedreward_run-2_desc-confounds_timeseries.tsv
sub-108/func/sub-108_task-sharedreward_run-02_events.tsv,events,transport,raw,4083,68b13215e45760b955eaa0fe43ccda15,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-108:func:sub-108_task-sharedreward_run-02_events.tsv,s3://openneuro.org/ds003745/sub-108/func/sub-108_task-sharedreward_run-02_events.tsv
derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,anat-T1w-mni,core,fmriprep,8133682,14a2f8458d25db250597325f330c3007,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:anat:sub-112_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz
derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,anat-mask-mni,core,fmriprep,56777,b01c5a954f8a98da18142926d5f45707,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:anat:sub-112_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_label-GM_probseg.nii.gz,anat-gm-probseg,core,fmriprep,6395001,b1680bd6e0d41f85c472f75b04142e03,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:anat:sub-112_space-MNI152NLin2009cAsym_label-GM_probseg.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_label-GM_probseg.nii.gz
derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_dseg.nii.gz,anat-dseg-mni,core,fmriprep,258382,709848d0246ef05f22bf6b4f67b6d582,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:anat:sub-112_space-MNI152NLin2009cAsym_dseg.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/anat/sub-112_space-MNI152NLin2009cAsym_dseg.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,80229831,dccab3bc7b0af53fd9134a7c48bce8c8,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3680,7336b052ba8f4eb5d3f26fba02ab4f7e,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-1_desc-confounds_timeseries.tsv,confounds,core,fmriprep,616514,7bb097ee6192c09f72f91df1e2bad241,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-1_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-1_desc-confounds_timeseries.tsv
sub-112/func/sub-112_task-trust_run-01_events.tsv,events,core,raw,3972,41f00bb3504ebfaf1dea0e547d93b5a3,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-112:func:sub-112_task-trust_run-01_events.tsv,s3://openneuro.org/ds003745/sub-112/func/sub-112_task-trust_run-01_events.tsv
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,80079548,efaa5e99362e43a651b91aba21967f40,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3620,45d2d10914919795def48369b57bb8b8,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-2_desc-confounds_timeseries.tsv,confounds,core,fmriprep,686601,a8602501837f1ba32c858af74f8b647d,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-2_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-2_desc-confounds_timeseries.tsv
sub-112/func/sub-112_task-trust_run-02_events.tsv,events,core,raw,4105,83b82de0967eb6a522d02b4270b606b1,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-112:func:sub-112_task-trust_run-02_events.tsv,s3://openneuro.org/ds003745/sub-112/func/sub-112_task-trust_run-02_events.tsv
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,79901044,0295fc5c25925238a39243b315603122,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3657,f91444f61fcb08b9690027574e80f83d,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-3_desc-confounds_timeseries.tsv,confounds,core,fmriprep,617627,ecfc82ce30bdf990cf8baf5d0b033ca3,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-3_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-3_desc-confounds_timeseries.tsv
sub-112/func/sub-112_task-trust_run-03_events.tsv,events,core,raw,4230,d558af4fd49538d4ef5b65a448f60c75,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/sub-112:func:sub-112_task-trust_run-03_events.tsv,s3://openneuro.org/ds003745/sub-112/func/sub-112_task-trust_run-03_events.tsv
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,bold-mni,core,fmriprep,80163161,a53755eec15f4ef1b26d3be3107bc72a,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-4_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,mask-mni,core,fmriprep,3693,4c36dfdfc3f0697af30ea44b361a67b8,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-4_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-4_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz
derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-4_desc-confounds_timeseries.tsv,confounds,core,fmriprep,655445,134f5594f5a42fd2cbe2e11dc586ff68,,https://openneuro.org/crn/datasets/ds003745/snapshots/2.1.1/files/derivatives:fmriprep:sub-112:func:sub-112_task-trust_run-4_desc-confounds_timeseries.tsv,s3://openneuro.org/ds003745/derivatives/fmriprep/sub-112/func/sub-112_task-trust_run-4_desc-confounds_timeseries.tsv
