"fixture","features","support_min","support_median","support_mean","support_max","union_pair_stored_nnz","structural_bytes","local_metric_derivations","factorization_units","residual_reads","evaluation_reads","planned_workspace_bytes","baseline_rss_bytes","os_peak_rss_bytes","incremental_peak_rss_bytes","analysis_seconds","plan_seconds","crossnobis_seconds","output_mapping_seconds","exact_full_index_mapping","memory_pass","runtime_pass","structure_pass","passed"
"crossnobis-scale-52k:v1",52416,11,33,31.1633089133088,33,4365964,7375600,52416,1653408544,11163,104832,281589160,935428096,1838907392,903479296,59.982,18.021,41.069,0.0489999999999995,TRUE,TRUE,TRUE,TRUE,TRUE
