"scenario","noise_regime","trials_per_condition","snr","regime_label","scale","metric","truth","estimate_mean","estimate_sd","interval_lower","interval_upper","n_valid","n_replications"
"broad_coherent","spatial_correlated",6,0.8,"recoverable",0.01,"activation",0.8,0.80818576106482,0.125236443669461,0.556242735251913,1.03866096311696,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",0.01,"aggregate",10.88,11.1715750639568,3.38227062994721,4.87201445765066,18.2105259428214,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",0.01,"total",2.72,2.7928937659892,0.845567657486803,1.21800361441267,4.55263148570535,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",0.01,"coherent",2.72,2.7928937659892,0.845567657486803,1.21800361441267,4.55263148570535,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",0.01,"configuration",0,0,0,0,0,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",0.01,"coherent_share",1,1,0,1,1,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",1.01,"activation",0.8,0.80818576106482,0.125236443669461,0.556242735251913,1.03866096311696,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",1.01,"aggregate",10.88,11.1715750639568,3.38227062994721,4.87201445765066,18.2105259428214,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",1.01,"total",2.72,2.7928937659892,0.845567657486803,1.21800361441267,4.55263148570535,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",1.01,"coherent",2.72,2.78580626498699,0.835004345209375,1.24368104748307,4.48263996534958,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",1.01,"configuration",0,0.00708750100220794,0.0454784341150202,-0.0581947729096784,0.0845368962253555,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",1.01,"coherent_share",1,0.998899694170961,0.0174972922681729,0.95908952990878,1.02764293780672,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",2.01,"activation",0.8,0.80818576106482,0.125236443669461,0.556242735251913,1.03866096311696,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",2.01,"aggregate",10.88,11.1715750639568,3.38227062994721,4.87201445765066,18.2105259428214,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",2.01,"total",2.72,2.7928937659892,0.845567657486803,1.21800361441267,4.55263148570535,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",2.01,"coherent",2.72,2.78138279114874,0.832661595844411,1.22753437917108,4.4549046383105,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",2.01,"configuration",0,0.0115109748404592,0.0763426800018919,-0.0975556099183028,0.111640130342484,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",2.01,"coherent_share",1,0.99775210012678,0.0285706047270881,0.93832332999637,1.05001466400631,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",4.01,"activation",0.8,0.80818576106482,0.125236443669461,0.556242735251913,1.03866096311696,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",4.01,"aggregate",10.88,11.1715750639568,3.38227062994721,4.87201445765066,18.2105259428214,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",4.01,"total",2.72,2.7928937659892,0.845567657486803,1.21800361441267,4.55263148570535,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",4.01,"coherent",2.72,2.78016107245085,0.833227319504795,1.2427879644199,4.41819362613722,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",4.01,"configuration",9.05941988094128e-16,0.0127326935383429,0.110763170779222,-0.152513956239384,0.286100919986015,48,48
"broad_coherent","spatial_correlated",6,0.8,"recoverable",4.01,"coherent_share",1,0.997657177335258,0.0419724828675588,0.90328598879381,1.0638727987577,48,48
"broad_coherent","spatial_correlated",24,0,"null",0.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"broad_coherent","spatial_correlated",24,0,"null",0.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"broad_coherent","spatial_correlated",24,0,"null",0.01,"total",0,0.00527649322227859,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"broad_coherent","spatial_correlated",24,0,"null",0.01,"coherent",0,0.00527649322227859,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"broad_coherent","spatial_correlated",24,0,"null",0.01,"configuration",0,0,0,0,0,48,48
"broad_coherent","spatial_correlated",24,0,"null",0.01,"coherent_share",NA,1,0,1,1,48,48
"broad_coherent","spatial_correlated",24,0,"null",1.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"broad_coherent","spatial_correlated",24,0,"null",1.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"broad_coherent","spatial_correlated",24,0,"null",1.01,"total",0,0.00527649322227858,0.053244202480775,-0.0947849538835761,0.0980594335304114,48,48
"broad_coherent","spatial_correlated",24,0,"null",1.01,"coherent",0,0.00677064535896502,0.0476909406750986,-0.0692619882284662,0.0871317576215332,48,48
"broad_coherent","spatial_correlated",24,0,"null",1.01,"configuration",0,-0.00149415213668644,0.0133036431152694,-0.02010412316824,0.027945696962318,48,48
"broad_coherent","spatial_correlated",24,0,"null",1.01,"coherent_share",NA,0.926950425937385,1.63717387922946,-0.892323114849894,2.85592258077382,48,48
"broad_coherent","spatial_correlated",24,0,"null",2.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"broad_coherent","spatial_correlated",24,0,"null",2.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"broad_coherent","spatial_correlated",24,0,"null",2.01,"total",0,0.00527649322227858,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"broad_coherent","spatial_correlated",24,0,"null",2.01,"coherent",0,0.00685478843617716,0.0436799052370279,-0.0553223180652231,0.0869348760392295,48,48
"broad_coherent","spatial_correlated",24,0,"null",2.01,"configuration",0,-0.00157829521389858,0.020332053964539,-0.0270023674834618,0.0422772838441571,48,48
"broad_coherent","spatial_correlated",24,0,"null",2.01,"coherent_share",NA,0.806423723991444,1.68185176186044,-0.965835947069839,3.2674983793952,48,48
"broad_coherent","spatial_correlated",24,0,"null",4.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"broad_coherent","spatial_correlated",24,0,"null",4.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"broad_coherent","spatial_correlated",24,0,"null",4.01,"total",0,0.00527649322227858,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"broad_coherent","spatial_correlated",24,0,"null",4.01,"coherent",0,0.0058369587606202,0.0368667632327975,-0.0500242559700031,0.0791869441861794,48,48
"broad_coherent","spatial_correlated",24,0,"null",4.01,"configuration",0,-0.00056046553834162,0.0296905769348628,-0.0519818752153493,0.0632336878628507,48,48
"broad_coherent","spatial_correlated",24,0,"null",4.01,"coherent_share",NA,0.736142370969128,1.44539803409165,-1.30134667496024,3.31847152441867,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",0.01,"activation",0.2,0.211375651069095,0.0670971115101437,0.10609332929359,0.32850658111409,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",0.01,"aggregate",0.68,0.778460400158958,0.535846287964045,0.0105387243162589,1.86207771918888,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",0.01,"total",0.17,0.19461510003974,0.133961571991011,0.00263468107906472,0.465519429797221,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",0.01,"coherent",0.17,0.19461510003974,0.133961571991011,0.00263468107906472,0.465519429797221,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",0.01,"configuration",0,0,0,0,0,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",0.01,"coherent_share",1,1,0,1,1,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",1.01,"activation",0.2,0.211375651069095,0.0670971115101437,0.10609332929359,0.32850658111409,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",1.01,"aggregate",0.68,0.778460400158958,0.535846287964045,0.0105387243162589,1.86207771918888,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",1.01,"total",0.17,0.19461510003974,0.133961571991011,0.00263468107906472,0.465519429797221,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",1.01,"coherent",0.17,0.196109252176426,0.129854647390292,0.0176992061830075,0.461359496777885,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",1.01,"configuration",0,-0.00149415213668643,0.0133036431152694,-0.02010412316824,0.027945696962318,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",1.01,"coherent_share",1,1.38779100206115,2.3178325621257,0.637533430913702,2.82037419103239,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",2.01,"activation",0.2,0.211375651069095,0.0670971115101437,0.10609332929359,0.32850658111409,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",2.01,"aggregate",0.68,0.778460400158958,0.535846287964045,0.0105387243162589,1.86207771918888,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",2.01,"total",0.17,0.19461510003974,0.133961571991011,0.00263468107906472,0.465519429797221,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",2.01,"coherent",0.17,0.196193395253638,0.127310096887895,0.0138546241080759,0.452888485260298,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",2.01,"configuration",0,-0.00157829521389858,0.020332053964539,-0.0270023674834619,0.0422772838441571,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",2.01,"coherent_share",1,1.60367717634254,3.51197248259765,0.692554403234526,4.09347233414069,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",4.01,"activation",0.2,0.211375651069095,0.0670971115101437,0.10609332929359,0.32850658111409,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",4.01,"aggregate",0.68,0.778460400158958,0.535846287964045,0.0105387243162589,1.86207771918888,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",4.01,"total",0.17,0.19461510003974,0.133961571991011,0.00263468107906472,0.465519429797221,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",4.01,"coherent",0.17,0.195175565578081,0.124476667602236,0.00354097281330946,0.446639580021113,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",4.01,"configuration",5.6621374255883e-17,-0.000560465538341595,0.0296905769348628,-0.0519818752153492,0.0632336878628507,48,48
"broad_coherent","spatial_correlated",24,0.2,"low_power",4.01,"coherent_share",1,2.00931578861423,5.97274024654101,0.757583785136095,6.05597116494297,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",0.01,"activation",0.8,0.811375651069095,0.0670971115101437,0.70609332929359,0.92850658111409,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",0.01,"aggregate",10.88,11.2105236819685,1.8736407838583,8.49309011321404,14.5597340059486,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",0.01,"total",2.72,2.80263092049212,0.468410195964575,2.12327252830351,3.63993350148714,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",0.01,"coherent",2.72,2.80263092049212,0.468410195964575,2.12327252830351,3.63993350148714,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",0.01,"configuration",0,0,0,0,0,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",0.01,"coherent_share",1,1,0,1,1,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",1.01,"activation",0.8,0.811375651069095,0.0670971115101437,0.70609332929359,0.92850658111409,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",1.01,"aggregate",10.88,11.2105236819685,1.8736407838583,8.49309011321404,14.5597340059486,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",1.01,"total",2.72,2.80263092049212,0.468410195964575,2.12327252830351,3.63993350148714,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",1.01,"coherent",2.72,2.80412507262881,0.465570377304874,2.11443624028712,3.642581102969,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",1.01,"configuration",0,-0.00149415213668638,0.0133036431152694,-0.0201041231682404,0.0279456969623182,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",1.01,"coherent_share",1,1.00074400860892,0.00482659325219214,0.990277214382011,1.00667082867784,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",2.01,"activation",0.8,0.811375651069095,0.0670971115101437,0.70609332929359,0.92850658111409,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",2.01,"aggregate",10.88,11.2105236819685,1.8736407838583,8.49309011321404,14.5597340059486,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",2.01,"total",2.72,2.80263092049212,0.468410195964575,2.12327252830351,3.63993350148714,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",2.01,"coherent",2.72,2.80420921570602,0.463937255035286,2.11690424574978,3.64514764797621,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",2.01,"configuration",0,-0.00157829521389873,0.020332053964539,-0.0270023674834622,0.0422772838441567,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",2.01,"coherent_share",1,1.00089354747066,0.0072679023529326,0.985311367850692,1.01122785336344,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",4.01,"activation",0.8,0.811375651069095,0.0670971115101437,0.70609332929359,0.92850658111409,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",4.01,"aggregate",10.88,11.2105236819685,1.8736407838583,8.49309011321404,14.5597340059486,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",4.01,"total",2.72,2.80263092049212,0.468410195964575,2.12327252830351,3.63993350148714,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",4.01,"coherent",2.72,2.80319138603046,0.462634223022295,2.12336899551302,3.64683761290699,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",4.01,"configuration",9.05941988094128e-16,-0.000560465538341215,0.0296905769348628,-0.051981875215349,0.0632336878628509,48,48
"broad_coherent","spatial_correlated",24,0.8,"recoverable",4.01,"coherent_share",1,1.00062627460267,0.0106954253917258,0.978674275313101,1.01916944015268,48,48
"fine_configuration","gaussian",6,0,"null",0.01,"activation",0,0.00868282731666582,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0,"null",0.01,"aggregate",0,0.079989859151021,0.541259052619293,-0.78303219709858,1.11516606424052,48,48
"fine_configuration","gaussian",6,0,"null",0.01,"total",0,0.0199974647877553,0.135314763154823,-0.195758049274645,0.27879151606013,48,48
"fine_configuration","gaussian",6,0,"null",0.01,"coherent",0,0.0199974647877553,0.135314763154823,-0.195758049274645,0.27879151606013,48,48
"fine_configuration","gaussian",6,0,"null",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","gaussian",6,0,"null",0.01,"coherent_share",NA,1,0,1,1,48,48
"fine_configuration","gaussian",6,0,"null",1.01,"activation",0,0.00868282731666582,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0,"null",1.01,"aggregate",0,0.079989859151021,0.541259052619293,-0.78303219709858,1.11516606424052,48,48
"fine_configuration","gaussian",6,0,"null",1.01,"total",0,0.0199974647877553,0.135314763154823,-0.195758049274645,0.27879151606013,48,48
"fine_configuration","gaussian",6,0,"null",1.01,"coherent",0,0.00525696345622507,0.0721380938477343,-0.108282386897184,0.15905808086272,48,48
"fine_configuration","gaussian",6,0,"null",1.01,"configuration",0,0.0147405013315302,0.0976175960150855,-0.131616492217284,0.183315460140444,48,48
"fine_configuration","gaussian",6,0,"null",1.01,"coherent_share",NA,0.687479500896788,5.24761308731367,-4.87825925347813,11.3940546603509,48,48
"fine_configuration","gaussian",6,0,"null",2.01,"activation",0,0.00868282731666582,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0,"null",2.01,"aggregate",0,0.079989859151021,0.541259052619293,-0.78303219709858,1.11516606424052,48,48
"fine_configuration","gaussian",6,0,"null",2.01,"total",0,0.0199974647877553,0.135314763154823,-0.195758049274645,0.27879151606013,48,48
"fine_configuration","gaussian",6,0,"null",2.01,"coherent",0,0.000230300653456458,0.0546039137732819,-0.084670312940831,0.126231189126904,48,48
"fine_configuration","gaussian",6,0,"null",2.01,"configuration",0,0.0197671641342988,0.117516025436181,-0.155743315556805,0.21402315997613,48,48
"fine_configuration","gaussian",6,0,"null",2.01,"coherent_share",NA,0.324849616742798,3.81536951127489,-4.77745456606389,5.91950308671934,48,48
"fine_configuration","gaussian",6,0,"null",4.01,"activation",0,0.00868282731666582,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0,"null",4.01,"aggregate",0,0.079989859151021,0.541259052619293,-0.78303219709858,1.11516606424052,48,48
"fine_configuration","gaussian",6,0,"null",4.01,"total",0,0.0199974647877553,0.135314763154823,-0.195758049274645,0.27879151606013,48,48
"fine_configuration","gaussian",6,0,"null",4.01,"coherent",0,0.00207219053438125,0.0430255155482363,-0.0775094993831083,0.118698279210079,48,48
"fine_configuration","gaussian",6,0,"null",4.01,"configuration",0,0.017925274253374,0.122382583427188,-0.155390614427483,0.206449848144059,48,48
"fine_configuration","gaussian",6,0,"null",4.01,"coherent_share",NA,0.169465194623891,2.92527474203475,-5.32405873700643,3.28009991480006,48,48
"fine_configuration","gaussian",6,0.2,"low_power",0.01,"activation",1.63268091856641e-18,0.00868282731666585,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.2,"low_power",0.01,"aggregate",0.68,0.782402369554617,0.816352004266763,-0.298830608987896,2.70001842182257,48,48
"fine_configuration","gaussian",6,0.2,"low_power",0.01,"total",0.17,0.195600592388654,0.204088001066691,-0.0747076522469739,0.675004605455644,48,48
"fine_configuration","gaussian",6,0.2,"low_power",0.01,"coherent",0.17,0.195600592388654,0.204088001066691,-0.0747076522469739,0.675004605455644,48,48
"fine_configuration","gaussian",6,0.2,"low_power",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","gaussian",6,0.2,"low_power",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","gaussian",6,0.2,"low_power",1.01,"activation",1.63268091856641e-18,0.00868282731666585,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.2,"low_power",1.01,"aggregate",0.68,0.782402369554617,0.816352004266763,-0.298830608987896,2.70001842182257,48,48
"fine_configuration","gaussian",6,0.2,"low_power",1.01,"total",0.17,0.195600592388654,0.204088001066691,-0.0747076522469739,0.675004605455644,48,48
"fine_configuration","gaussian",6,0.2,"low_power",1.01,"coherent",0.018873897707231,0.0247899264337158,0.0746705114795247,-0.0857687475819345,0.186769206612593,48,48
"fine_configuration","gaussian",6,0.2,"low_power",1.01,"configuration",0.151126102292769,0.170810665954938,0.165398132058021,-0.0350064443761191,0.557660641571612,48,48
"fine_configuration","gaussian",6,0.2,"low_power",1.01,"coherent_share",0.111022927689594,0.979263306725128,3.91327659942641,-1.87711983331111,12.8749257080204,48,48
"fine_configuration","gaussian",6,0.2,"low_power",2.01,"activation",1.63268091856641e-18,0.00868282731666585,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.2,"low_power",2.01,"aggregate",0.68,0.782402369554617,0.816352004266763,-0.298830608987896,2.70001842182257,48,48
"fine_configuration","gaussian",6,0.2,"low_power",2.01,"total",0.17,0.195600592388654,0.204088001066691,-0.0747076522469739,0.675004605455644,48,48
"fine_configuration","gaussian",6,0.2,"low_power",2.01,"coherent",0.00777684623857529,0.00847253649523132,0.0558051685129885,-0.0774662478354497,0.141440361019133,48,48
"fine_configuration","gaussian",6,0.2,"low_power",2.01,"configuration",0.162223153761425,0.187128055893423,0.184248484798486,-0.045408520692685,0.606716200694239,48,48
"fine_configuration","gaussian",6,0.2,"low_power",2.01,"coherent_share",0.0457461543445605,0.704769151161777,3.06722454330364,-2.3954317376117,9.91786962876933,48,48
"fine_configuration","gaussian",6,0.2,"low_power",4.01,"activation",1.63268091856641e-18,0.00868282731666585,0.0641951621039576,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.2,"low_power",4.01,"aggregate",0.68,0.782402369554617,0.816352004266763,-0.298830608987896,2.70001842182257,48,48
"fine_configuration","gaussian",6,0.2,"low_power",4.01,"total",0.17,0.195600592388654,0.204088001066691,-0.074707652246974,0.675004605455644,48,48
"fine_configuration","gaussian",6,0.2,"low_power",4.01,"coherent",0.0023753144903087,0.00504729908708164,0.0428072163439714,-0.074616025581444,0.120682632088906,48,48
"fine_configuration","gaussian",6,0.2,"low_power",4.01,"configuration",0.167624685509691,0.190553293301573,0.190147985767323,-0.0737163039264459,0.602719415605074,48,48
"fine_configuration","gaussian",6,0.2,"low_power",4.01,"coherent_share",0.0139724381782865,0.167789536496382,1.40782720949726,-2.1080311808312,1.70041105321497,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",0.01,"activation",6.53072367426563e-18,0.00868282731666585,0.0641951621039575,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",0.01,"aggregate",10.88,11.0496399007654,2.26119716056092,7.65909089726826,14.9940086392967,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",0.01,"total",2.72,2.76240997519135,0.565299290140231,1.91477272431707,3.74850215982418,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",0.01,"coherent",2.72,2.76240997519135,0.565299290140231,1.91477272431707,3.74850215982418,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",1.01,"activation",6.53072367426563e-18,0.00868282731666585,0.0641951621039575,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",1.01,"aggregate",10.88,11.0496399007654,2.26119716056092,7.65909089726826,14.9940086392967,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",1.01,"total",2.72,2.76240997519135,0.565299290140231,1.91477272431707,3.74850215982418,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",1.01,"coherent",0.301982363315697,0.309875587852961,0.101469090825101,0.143102976493193,0.477539809647785,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",1.01,"configuration",2.4180176366843,2.45253438733839,0.498067819690351,1.74320971057708,3.31906013488938,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",1.01,"coherent_share",0.111022927689594,0.111472782516156,0.0274615003773453,0.0611874432327786,0.159722904940772,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",2.01,"activation",6.53072367426563e-18,0.00868282731666585,0.0641951621039575,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",2.01,"aggregate",10.88,11.0496399007654,2.26119716056092,7.65909089726826,14.9940086392967,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",2.01,"total",2.72,2.76240997519135,0.565299290140231,1.91477272431707,3.74850215982418,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",2.01,"coherent",0.124429539817205,0.126521398883459,0.0683383794478113,0.0156955546387841,0.280390031558726,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",2.01,"configuration",2.5955704601828,2.63588857630789,0.533995865807422,1.86395954128834,3.56557549402547,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",2.01,"coherent_share",0.0457461543445605,0.0450926916382775,0.02272779467035,0.00749740453450444,0.084634431061065,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",4.01,"activation",6.53072367426563e-18,0.00868282731666585,0.0641951621039575,-0.110228862612256,0.122040646622179,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",4.01,"aggregate",10.88,11.0496399007654,2.26119716056092,7.65909089726826,14.9940086392967,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",4.01,"total",2.72,2.76240997519135,0.565299290140231,1.91477272431707,3.74850215982418,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",4.01,"coherent",0.0380050318449393,0.0424763986288873,0.0444705223294238,-0.0380692485438144,0.155139464609091,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",4.01,"configuration",2.68199496815506,2.71993357656246,0.549812496119501,1.8948269420648,3.69403837408772,48,48
"fine_configuration","gaussian",6,0.8,"recoverable",4.01,"coherent_share",0.0139724381782865,0.0148406378082917,0.0149213652153688,-0.0138729723508823,0.0476506631198935,48,48
"fine_configuration","gaussian",24,0,"null",0.01,"activation",0,0.00779531969252825,0.0342792693616385,-0.0470623303839744,0.0669804366455727,48,48
"fine_configuration","gaussian",24,0,"null",0.01,"aggregate",0,-0.00781585061606523,0.165887967172429,-0.278836857882988,0.335300691449148,48,48
"fine_configuration","gaussian",24,0,"null",0.01,"total",0,-0.00195396265401631,0.0414719917931073,-0.069709214470747,0.083825172862287,48,48
"fine_configuration","gaussian",24,0,"null",0.01,"coherent",0,-0.00195396265401631,0.0414719917931073,-0.069709214470747,0.083825172862287,48,48
"fine_configuration","gaussian",24,0,"null",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","gaussian",24,0,"null",0.01,"coherent_share",NA,1,0,1,1,48,48
"fine_configuration","gaussian",24,0,"null",1.01,"activation",0,0.00779531969252825,0.0342792693616385,-0.0470623303839744,0.0669804366455727,48,48
"fine_configuration","gaussian",24,0,"null",1.01,"aggregate",0,-0.00781585061606523,0.165887967172429,-0.278836857882988,0.335300691449148,48,48
"fine_configuration","gaussian",24,0,"null",1.01,"total",0,-0.00195396265401631,0.0414719917931073,-0.069709214470747,0.083825172862287,48,48
"fine_configuration","gaussian",24,0,"null",1.01,"coherent",0,0.00175996973529488,0.0205847732311523,-0.0319648320749711,0.0386164898490122,48,48
"fine_configuration","gaussian",24,0,"null",1.01,"configuration",0,-0.00371393238931119,0.0301224655082601,-0.0543454024181814,0.0547019652107501,48,48
"fine_configuration","gaussian",24,0,"null",1.01,"coherent_share",NA,0.347881471636057,2.10715340992608,-4.50326147752673,5.12280167009809,48,48
"fine_configuration","gaussian",24,0,"null",2.01,"activation",0,0.00779531969252825,0.0342792693616385,-0.0470623303839744,0.0669804366455727,48,48
"fine_configuration","gaussian",24,0,"null",2.01,"aggregate",0,-0.00781585061606523,0.165887967172429,-0.278836857882988,0.335300691449148,48,48
"fine_configuration","gaussian",24,0,"null",2.01,"total",0,-0.0019539626540163,0.0414719917931073,-0.069709214470747,0.083825172862287,48,48
"fine_configuration","gaussian",24,0,"null",2.01,"coherent",0,0.00187719341073021,0.0167072530383193,-0.0216522276249191,0.035549268327867,48,48
"fine_configuration","gaussian",24,0,"null",2.01,"configuration",0,-0.00383115606474652,0.033782835385555,-0.0557925108663366,0.0661270371205078,48,48
"fine_configuration","gaussian",24,0,"null",2.01,"coherent_share",NA,0.0715839222264703,2.65648747205076,-3.03237593366654,2.98879902595641,48,48
"fine_configuration","gaussian",24,0,"null",4.01,"activation",0,0.00779531969252825,0.0342792693616385,-0.0470623303839744,0.0669804366455727,48,48
"fine_configuration","gaussian",24,0,"null",4.01,"aggregate",0,-0.00781585061606523,0.165887967172429,-0.278836857882988,0.335300691449148,48,48
"fine_configuration","gaussian",24,0,"null",4.01,"total",0,-0.00195396265401631,0.0414719917931073,-0.069709214470747,0.083825172862287,48,48
"fine_configuration","gaussian",24,0,"null",4.01,"coherent",0,0.00162221980849537,0.0126224002491736,-0.0133966609915089,0.0235001970499266,48,48
