"scenario","noise_regime","trials_per_condition","snr","regime_label","scale","metric","truth","estimate_mean","estimate_sd","interval_lower","interval_upper","n_valid","n_replications"
"fine_configuration","heteroskedastic",24,0,"null",4.01,"total",0,-0.00250219824081455,0.0523639147668866,-0.0773112399267974,0.111531578294624,48,48
"fine_configuration","heteroskedastic",24,0,"null",4.01,"coherent",0,0.00136595225267287,0.0162511364395272,-0.0177819850540627,0.024073509675918,48,48
"fine_configuration","heteroskedastic",24,0,"null",4.01,"configuration",0,-0.00386815049348743,0.0439985897593597,-0.0649690810309938,0.0958871162033324,48,48
"fine_configuration","heteroskedastic",24,0,"null",4.01,"coherent_share",NA,0.0931183724802954,0.805815211320801,-0.879183537997382,0.788328156678785,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",0.01,"activation",1.63268091856641e-18,0.00947138485289803,0.0331704175682078,-0.0525983567966374,0.0701168774731584,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",0.01,"aggregate",0.68,0.716622677368567,0.313362635557728,0.236670372389658,1.44162271195982,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",0.01,"total",0.17,0.179155669342142,0.0783406588894319,0.0591675930974146,0.360405677989954,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",0.01,"coherent",0.17,0.179155669342142,0.0783406588894319,0.0591675930974146,0.360405677989954,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",1.01,"activation",1.63268091856641e-18,0.00947138485289803,0.0331704175682078,-0.0525983567966374,0.0701168774731584,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",1.01,"aggregate",0.68,0.716622677368567,0.313362635557728,0.236670372389658,1.44162271195982,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",1.01,"total",0.17,0.179155669342142,0.0783406588894319,0.0591675930974146,0.360405677989954,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",1.01,"coherent",0.018873897707231,0.0231549571949598,0.029777224387094,-0.0116478438011079,0.0730521928541559,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",1.01,"configuration",0.151126102292769,0.156000712147182,0.0650922519680442,0.0560517785754707,0.303299392040676,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",1.01,"coherent_share",0.111022927689594,0.0937042398828752,0.2222461928844,-0.168089180209243,0.31840880362543,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",2.01,"activation",1.63268091856641e-18,0.00947138485289803,0.0331704175682078,-0.0525983567966374,0.0701168774731584,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",2.01,"aggregate",0.68,0.716622677368567,0.313362635557728,0.236670372389658,1.44162271195982,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",2.01,"total",0.17,0.179155669342142,0.0783406588894319,0.0591675930974146,0.360405677989954,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",2.01,"coherent",0.00777684623857529,0.0106685715485362,0.0236213831580347,-0.012451450199868,0.042529249707547,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",2.01,"configuration",0.162223153761425,0.168487097793606,0.0699528697175521,0.068423183444481,0.321484185290507,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",2.01,"coherent_share",0.0457461543445605,0.0271018648876161,0.198913605895221,-0.143828179505937,0.237711465583187,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",4.01,"activation",1.63268091856641e-18,0.00947138485289803,0.0331704175682078,-0.0525983567966374,0.0701168774731584,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",4.01,"aggregate",0.68,0.716622677368567,0.313362635557728,0.236670372389658,1.44162271195982,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",4.01,"total",0.17,0.179155669342142,0.0783406588894319,0.0591675930974146,0.360405677989954,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",4.01,"coherent",0.0023753144903087,0.0041732731356953,0.016984673922081,-0.0150246869592438,0.0292489417393768,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",4.01,"configuration",0.167624685509691,0.174982396206447,0.0733826062241565,0.069577244242918,0.335006025004837,48,48
"fine_configuration","heteroskedastic",24,0.2,"low_power",4.01,"coherent_share",0.0139724381782865,0.00188253085994583,0.142726798428678,-0.18592377578265,0.122923186254487,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",0.01,"activation",6.53072367426563e-18,0.00947138485289802,0.0331704175682078,-0.0525983567966374,0.0701168774731585,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",0.01,"aggregate",10.88,11.056517088364,0.92615107373566,9.26529993848799,13.1048652168919,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",0.01,"total",2.72,2.76412927209101,0.231537768433915,2.316324984622,3.27621630422297,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",0.01,"coherent",2.72,2.76412927209101,0.231537768433915,2.316324984622,3.27621630422297,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",1.01,"activation",6.53072367426563e-18,0.00947138485289802,0.0331704175682078,-0.0525983567966374,0.0701168774731585,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",1.01,"aggregate",10.88,11.056517088364,0.92615107373566,9.26529993848799,13.1048652168919,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",1.01,"total",2.72,2.76412927209101,0.231537768433915,2.316324984622,3.27621630422297,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",1.01,"coherent",0.301982363315697,0.312148895695532,0.0450199652261416,0.244671221376618,0.385578910832185,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",1.01,"configuration",2.4180176366843,2.45198037639548,0.207866568869578,2.05662140894918,2.8965380642767,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",1.01,"coherent_share",0.111022927689594,0.112907113338413,0.0139367542584605,0.0968491759214765,0.135987344376598,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",2.01,"activation",6.53072367426563e-18,0.00947138485289802,0.0331704175682078,-0.0525983567966374,0.0701168774731585,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",2.01,"aggregate",10.88,11.056517088364,0.92615107373566,9.26529993848799,13.1048652168919,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",2.01,"total",2.72,2.76412927209101,0.231537768433915,2.316324984622,3.27621630422297,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",2.01,"coherent",0.124429539817205,0.130396648619213,0.0329795373147529,0.087972318122859,0.186037586242345,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",2.01,"configuration",2.5955704601828,2.6337326234718,0.222631569410252,2.21774280047026,3.10147724948508,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",2.01,"coherent_share",0.0457461543445605,0.0471669469506545,0.0119087794513076,0.0350970882230419,0.0684943218309855,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",4.01,"activation",6.53072367426563e-18,0.00947138485289802,0.0331704175682078,-0.0525983567966374,0.0701168774731585,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",4.01,"aggregate",10.88,11.056517088364,0.92615107373566,9.26529993848799,13.1048652168919,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",4.01,"total",2.72,2.76412927209101,0.231537768433915,2.316324984622,3.27621630422297,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",4.01,"coherent",0.0380050318449393,0.041099009668467,0.0203698347783974,0.0183834155088852,0.0746655693517539,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",4.01,"configuration",2.68199496815506,2.72303026242254,0.229025775802912,2.28179525384566,3.20484209265701,48,48
"fine_configuration","heteroskedastic",24,0.8,"recoverable",4.01,"coherent_share",0.0139724381782865,0.0148731310427974,0.00761880872053089,0.00654921176024126,0.0256041718469373,48,48
"fine_configuration","spatial_correlated",6,0,"null",0.01,"activation",0,0.00818576106481946,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0,"null",0.01,"aggregate",0,0.0689223629936932,0.782364998046933,-1.22650903459052,1.74434802520381,48,48
"fine_configuration","spatial_correlated",6,0,"null",0.01,"total",0,0.0172305907484233,0.195591249511733,-0.306627258647631,0.436087006300952,48,48
"fine_configuration","spatial_correlated",6,0,"null",0.01,"coherent",0,0.0172305907484233,0.195591249511733,-0.306627258647631,0.436087006300952,48,48
"fine_configuration","spatial_correlated",6,0,"null",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","spatial_correlated",6,0,"null",0.01,"coherent_share",NA,1,0,1,1,48,48
"fine_configuration","spatial_correlated",6,0,"null",1.01,"activation",0,0.00818576106481946,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0,"null",1.01,"aggregate",0,0.0689223629936932,0.782364998046933,-1.22650903459052,1.74434802520381,48,48
"fine_configuration","spatial_correlated",6,0,"null",1.01,"total",0,0.0172305907484233,0.195591249511733,-0.306627258647631,0.436087006300952,48,48
"fine_configuration","spatial_correlated",6,0,"null",1.01,"coherent",0,0.0101430897462154,0.178867230639776,-0.230229694715866,0.407448084312697,48,48
"fine_configuration","spatial_correlated",6,0,"null",1.01,"configuration",0,0.00708750100220789,0.0454784341150201,-0.0581947729096781,0.0845368962253551,48,48
"fine_configuration","spatial_correlated",6,0,"null",1.01,"coherent_share",NA,1.04900874393846,0.99155126729008,-0.182880378726295,2.27596050881299,48,48
"fine_configuration","spatial_correlated",6,0,"null",2.01,"activation",0,0.00818576106481946,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0,"null",2.01,"aggregate",0,0.0689223629936932,0.782364998046933,-1.22650903459052,1.74434802520381,48,48
"fine_configuration","spatial_correlated",6,0,"null",2.01,"total",0,0.0172305907484233,0.195591249511733,-0.306627258647631,0.436087006300952,48,48
"fine_configuration","spatial_correlated",6,0,"null",2.01,"coherent",0,0.00571961590796392,0.158862441554476,-0.242709625814794,0.360589613766318,48,48
"fine_configuration","spatial_correlated",6,0,"null",2.01,"configuration",0,0.0115109748404594,0.0763426800018918,-0.0975556099183027,0.111640130342484,48,48
"fine_configuration","spatial_correlated",6,0,"null",2.01,"coherent_share",NA,0.927865187709983,1.7506107233791,-0.674322066571757,4.89696932211171,48,48
"fine_configuration","spatial_correlated",6,0,"null",4.01,"activation",0,0.00818576106481946,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0,"null",4.01,"aggregate",0,0.0689223629936932,0.782364998046933,-1.22650903459052,1.74434802520381,48,48
"fine_configuration","spatial_correlated",6,0,"null",4.01,"total",0,0.0172305907484233,0.195591249511733,-0.306627258647631,0.436087006300952,48,48
"fine_configuration","spatial_correlated",6,0,"null",4.01,"coherent",0,0.00449789721008072,0.132036461643334,-0.23352584877184,0.28690033013029,48,48
"fine_configuration","spatial_correlated",6,0,"null",4.01,"configuration",0,0.0127326935383426,0.110763170779222,-0.152513956239384,0.286100919986014,48,48
"fine_configuration","spatial_correlated",6,0,"null",4.01,"coherent_share",NA,0.474119017010994,2.18001055144657,-4.79237049973984,4.9411953136163,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",0.01,"activation",1.63268091856641e-18,0.0081857610648195,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",0.01,"aggregate",0.68,0.764649999545498,0.875230095213146,-0.451825595361345,2.57559966917536,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",0.01,"total",0.17,0.191162499886374,0.218807523803286,-0.112956398840336,0.64389991729384,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",0.01,"coherent",0.17,0.191162499886374,0.218807523803286,-0.112956398840336,0.64389991729384,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",1.01,"activation",1.63268091856641e-18,0.0081857610648195,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",1.01,"aggregate",0.68,0.764649999545498,0.875230095213146,-0.451825595361345,2.57559966917536,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",1.01,"total",0.17,0.191162499886374,0.218807523803286,-0.112956398840336,0.64389991729384,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",1.01,"coherent",0.018873897707231,0.0293492632471132,0.181034720207936,-0.20741070979892,0.441230605352642,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",1.01,"configuration",0.151126102292769,0.161813236639261,0.0806693560006831,0.058135709101086,0.320408610338813,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",1.01,"coherent_share",0.111022927689594,0.255585507256437,3.58234972607724,-3.53459185274697,5.39726293702284,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",2.01,"activation",1.63268091856641e-18,0.0081857610648195,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",2.01,"aggregate",0.68,0.764649999545498,0.875230095213146,-0.451825595361345,2.57559966917536,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",2.01,"total",0.17,0.191162499886374,0.218807523803286,-0.112956398840336,0.64389991729384,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",2.01,"coherent",0.00777684623857529,0.0139218999073347,0.160432108228464,-0.234443473780232,0.3844703965808,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",2.01,"configuration",0.162223153761425,0.17724059997904,0.106141249728112,0.0264502129235379,0.34662879348193,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",2.01,"coherent_share",0.0457461543445605,0.266328287094302,3.02726323300277,-1.93916553762927,6.05502466799304,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",4.01,"activation",1.63268091856641e-18,0.0081857610648195,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",4.01,"aggregate",0.68,0.764649999545498,0.875230095213146,-0.451825595361345,2.57559966917536,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",4.01,"total",0.17,0.191162499886374,0.218807523803286,-0.112956398840336,0.64389991729384,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",4.01,"coherent",0.0023753144903087,0.00758276357842992,0.131850283906265,-0.227102268050352,0.287225677514168,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",4.01,"configuration",0.167624685509691,0.183579736307945,0.134283370368273,-0.018081710254928,0.399407439062316,48,48
"fine_configuration","spatial_correlated",6,0.2,"low_power",4.01,"coherent_share",0.0139724381782865,0.163177677183199,1.73608547143436,-0.899298774787356,1.87658065904345,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",0.01,"activation",6.53072367426563e-18,0.00818576106481949,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",0.01,"aggregate",10.88,11.0118329092009,1.45234647958721,8.7287919033547,14.1416046677043,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",0.01,"total",2.72,2.75295822730023,0.363086619896803,2.18219797583867,3.53540116692608,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",0.01,"coherent",2.72,2.75295822730023,0.363086619896803,2.18219797583867,3.53540116692608,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",1.01,"activation",6.53072367426563e-18,0.00818576106481949,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",1.01,"aggregate",10.88,11.0118329092009,1.45234647958721,8.7287919033547,14.1416046677043,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",1.01,"total",2.72,2.75295822730023,0.363086619896803,2.18219797583867,3.53540116692608,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",1.01,"coherent",0.301982363315697,0.313454556236579,0.196159398856515,0.0678945180651632,0.769766412218796,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",1.01,"configuration",2.4180176366843,2.43950367106365,0.254607926365647,2.04120758962324,2.87582122968626,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",1.01,"coherent_share",0.111022927689594,0.109244031057946,0.0586614892423355,0.0264239357851338,0.252868580652554,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",2.01,"activation",6.53072367426563e-18,0.00818576106481949,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",2.01,"aggregate",10.88,11.0118329092009,1.45234647958721,8.7287919033547,14.1416046677043,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",2.01,"total",2.72,2.75295822730023,0.363086619896803,2.18219797583867,3.53540116692608,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",2.01,"coherent",0.124429539817205,0.13185090676835,0.171396903206182,-0.116847935711558,0.558400685679578,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",2.01,"configuration",2.5955704601828,2.62110732053188,0.280572723849155,2.15730671125115,3.13420227817739,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",2.01,"coherent_share",0.0457461543445605,0.0436625057903287,0.0554157432168927,-0.0452442408465496,0.181842659919152,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",4.01,"activation",6.53072367426563e-18,0.00818576106481949,0.125236443669461,-0.243757264748087,0.238660963116959,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",4.01,"aggregate",10.88,11.0118329092009,1.45234647958721,8.7287919033547,14.1416046677043,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",4.01,"total",2.72,2.75295822730023,0.363086619896803,2.18219797583867,3.53540116692608,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",4.01,"coherent",0.0380050318449393,0.045341136567182,0.133185608461746,-0.181075483286031,0.342161552091004,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",4.01,"configuration",2.68199496815506,2.70761709073305,0.2983119609039,2.18211470664025,3.23280655331052,48,48
"fine_configuration","spatial_correlated",6,0.8,"recoverable",4.01,"coherent_share",0.0139724381782865,0.0131645226983912,0.0441547352481378,-0.069957085559393,0.105840262080698,48,48
"fine_configuration","spatial_correlated",24,0,"null",0.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0,"null",0.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"fine_configuration","spatial_correlated",24,0,"null",0.01,"total",0,0.00527649322227859,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"fine_configuration","spatial_correlated",24,0,"null",0.01,"coherent",0,0.00527649322227859,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"fine_configuration","spatial_correlated",24,0,"null",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","spatial_correlated",24,0,"null",0.01,"coherent_share",NA,1,0,1,1,48,48
"fine_configuration","spatial_correlated",24,0,"null",1.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0,"null",1.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"fine_configuration","spatial_correlated",24,0,"null",1.01,"total",0,0.00527649322227858,0.053244202480775,-0.0947849538835761,0.0980594335304114,48,48
"fine_configuration","spatial_correlated",24,0,"null",1.01,"coherent",0,0.00677064535896502,0.0476909406750986,-0.0692619882284662,0.0871317576215332,48,48
"fine_configuration","spatial_correlated",24,0,"null",1.01,"configuration",0,-0.00149415213668644,0.0133036431152694,-0.02010412316824,0.027945696962318,48,48
"fine_configuration","spatial_correlated",24,0,"null",1.01,"coherent_share",NA,0.926950425937385,1.63717387922946,-0.892323114849894,2.85592258077382,48,48
"fine_configuration","spatial_correlated",24,0,"null",2.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0,"null",2.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"fine_configuration","spatial_correlated",24,0,"null",2.01,"total",0,0.00527649322227858,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"fine_configuration","spatial_correlated",24,0,"null",2.01,"coherent",0,0.00685478843617716,0.0436799052370279,-0.0553223180652231,0.0869348760392295,48,48
"fine_configuration","spatial_correlated",24,0,"null",2.01,"configuration",0,-0.00157829521389858,0.020332053964539,-0.0270023674834618,0.0422772838441571,48,48
"fine_configuration","spatial_correlated",24,0,"null",2.01,"coherent_share",NA,0.806423723991444,1.68185176186044,-0.965835947069839,3.2674983793952,48,48
"fine_configuration","spatial_correlated",24,0,"null",4.01,"activation",0,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0,"null",4.01,"aggregate",0,0.0211059728891143,0.2129768099231,-0.379139815534305,0.392237734121646,48,48
"fine_configuration","spatial_correlated",24,0,"null",4.01,"total",0,0.00527649322227858,0.053244202480775,-0.0947849538835762,0.0980594335304114,48,48
"fine_configuration","spatial_correlated",24,0,"null",4.01,"coherent",0,0.0058369587606202,0.0368667632327975,-0.0500242559700031,0.0791869441861794,48,48
"fine_configuration","spatial_correlated",24,0,"null",4.01,"configuration",0,-0.00056046553834162,0.0296905769348628,-0.0519818752153493,0.0632336878628507,48,48
"fine_configuration","spatial_correlated",24,0,"null",4.01,"coherent_share",NA,0.736142370969128,1.44539803409165,-1.30134667496024,3.31847152441867,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",0.01,"activation",1.63268091856641e-18,0.0113756510690947,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",0.01,"aggregate",0.68,0.719432356281046,0.259976235750334,0.284301398655798,1.1975049305258,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",0.01,"total",0.17,0.179858089070261,0.0649940589375835,0.0710753496639495,0.299376232631449,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",0.01,"coherent",0.17,0.179858089070261,0.0649940589375835,0.0710753496639495,0.299376232631449,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",1.01,"activation",1.63268091856641e-18,0.0113756510690947,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",1.01,"aggregate",0.68,0.719432356281046,0.259976235750334,0.284301398655798,1.1975049305258,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",1.01,"total",0.17,0.179858089070261,0.0649940589375835,0.0710753496639495,0.299376232631449,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",1.01,"coherent",0.018873897707231,0.0266759639183086,0.0493091457381272,-0.0462728423838483,0.111106472783116,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",1.01,"configuration",0.151126102292769,0.153182125151953,0.0289991190326632,0.100026981235238,0.213397984997448,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",1.01,"coherent_share",0.111022927689594,0.0412135473505759,0.464450296658438,-0.532441240518151,0.422938338988448,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",2.01,"activation",1.63268091856641e-18,0.0113756510690947,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",2.01,"aggregate",0.68,0.719432356281046,0.259976235750334,0.284301398655798,1.1975049305258,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",2.01,"total",0.17,0.179858089070261,0.0649940589375835,0.0710753496639495,0.299376232631449,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",2.01,"coherent",0.00777684623857529,0.015455817685039,0.0445854303521478,-0.045070805246176,0.0984740401852772,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",2.01,"configuration",0.162223153761425,0.164402271385222,0.0352894069797424,0.106293818443456,0.239546227570144,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",2.01,"coherent_share",0.0457461543445605,-0.012940476472737,0.437902013767066,-0.503099499236941,0.357170167396322,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",4.01,"activation",1.63268091856641e-18,0.0113756510690947,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",4.01,"aggregate",0.68,0.719432356281046,0.259976235750334,0.284301398655798,1.1975049305258,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",4.01,"total",0.17,0.179858089070261,0.0649940589375835,0.0710753496639495,0.299376232631449,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",4.01,"coherent",0.0023753144903087,0.00868600547688984,0.0368417459376924,-0.0431710993180717,0.0825306239299313,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",4.01,"configuration",0.167624685509691,0.171172083593372,0.044472105666996,0.108788956503272,0.255804909611068,48,48
"fine_configuration","spatial_correlated",24,0.2,"low_power",4.01,"coherent_share",0.0139724381782865,-0.02383802265253,0.339354330227088,-0.392667809258673,0.290385662199963,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",0.01,"activation",6.53072367426563e-18,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",0.01,"aggregate",10.88,10.9744115064568,0.539060172050939,9.98442970437653,11.9422694685677,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",0.01,"total",2.72,2.74360287661421,0.134765043012735,2.49610742609413,2.98556736714194,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",0.01,"coherent",2.72,2.74360287661421,0.134765043012735,2.49610742609413,2.98556736714194,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",0.01,"configuration",0,0,0,0,0,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",0.01,"coherent_share",1,1,0,1,1,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",1.01,"activation",6.53072367426563e-18,0.0113756510690946,0.0670971115101437,-0.0939066707064103,0.12850658111409,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",1.01,"aggregate",10.88,10.9744115064568,0.539060172050939,9.98442970437653,11.9422694685677,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",1.01,"total",2.72,2.74360287661421,0.134765043012735,2.49610742609413,2.98556736714193,48,48
"fine_configuration","spatial_correlated",24,0.8,"recoverable",1.01,"coherent",0.301982363315697,0.312878692083112,0.0612466334731627,0.233875562408431,0.421926072530914,48,48
