"dataset_id","scenario","transport_regime","coverage_regime","marginal_claim_supported","replication","method","n","estimate","reported_se","lower","upper","reject","quality_mean","coverage_fraction","failure"
"gaussian_homoskedastic-r0001-s173002","gaussian_homoskedastic","fixed","complete",TRUE,1,"classical",24,0.375221637828265,0.201343855808711,-0.0423399621213725,0.792783237777903,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0001-s173002","gaussian_homoskedastic","fixed","complete",TRUE,1,"HC3",24,0.375221637828265,0.199471960843019,-0.0384578895660777,0.788901165222609,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0001-s173002","gaussian_homoskedastic","fixed","complete",TRUE,1,"wild_bootstrap",24,0.375221637828265,0.199471960843019,-0.0717479357262933,0.822191211382824,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0002-s173003","gaussian_homoskedastic","fixed","complete",TRUE,2,"classical",24,0.219631918957431,0.231485711411679,-0.260440063543853,0.699703901458715,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0002-s173003","gaussian_homoskedastic","fixed","complete",TRUE,2,"HC3",24,0.219631918957431,0.251107589808105,-0.301133348691889,0.740397186606751,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0002-s173003","gaussian_homoskedastic","fixed","complete",TRUE,2,"wild_bootstrap",24,0.219631918957431,0.251107589808105,-0.230945042014526,0.670208879929387,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0003-s173004","gaussian_homoskedastic","fixed","complete",TRUE,3,"classical",24,-0.0877181117818781,0.155308777691081,-0.409808803044504,0.234372579480747,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0003-s173004","gaussian_homoskedastic","fixed","complete",TRUE,3,"HC3",24,-0.0877181117818781,0.168962434716077,-0.438124754627043,0.262688531063287,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0003-s173004","gaussian_homoskedastic","fixed","complete",TRUE,3,"wild_bootstrap",24,-0.0877181117818781,0.168962434716077,-0.433165597307094,0.257729373743337,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0004-s173005","gaussian_homoskedastic","fixed","complete",TRUE,4,"classical",24,0.00303718913878096,0.227802255591083,-0.469395773539356,0.475470151816918,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0004-s173005","gaussian_homoskedastic","fixed","complete",TRUE,4,"HC3",24,0.00303718913878096,0.259415452801999,-0.534957531825413,0.541031910102975,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0004-s173005","gaussian_homoskedastic","fixed","complete",TRUE,4,"wild_bootstrap",24,0.00303718913878096,0.259415452801999,-0.610475816675717,0.616550194953279,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0005-s173006","gaussian_homoskedastic","fixed","complete",TRUE,5,"classical",24,0.205638608311077,0.165805780608622,-0.138221534595947,0.549498751218101,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0005-s173006","gaussian_homoskedastic","fixed","complete",TRUE,5,"HC3",24,0.205638608311077,0.173605396388388,-0.154396947701605,0.565674164323759,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0005-s173006","gaussian_homoskedastic","fixed","complete",TRUE,5,"wild_bootstrap",24,0.205638608311077,0.173605396388388,-0.164037513250242,0.575314729872396,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0006-s173007","gaussian_homoskedastic","fixed","complete",TRUE,6,"classical",24,0.0455444933115976,0.158396988054006,-0.282950754250721,0.374039740873916,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0006-s173007","gaussian_homoskedastic","fixed","complete",TRUE,6,"HC3",24,0.0455444933115976,0.138629890808534,-0.241956303642698,0.333045290265893,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0006-s173007","gaussian_homoskedastic","fixed","complete",TRUE,6,"wild_bootstrap",24,0.0455444933115976,0.138629890808534,-0.130048328478971,0.221137315102166,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0007-s173008","gaussian_homoskedastic","fixed","complete",TRUE,7,"classical",24,0.21701170343181,0.202943843298692,-0.203868067482282,0.637891474345901,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0007-s173008","gaussian_homoskedastic","fixed","complete",TRUE,7,"HC3",24,0.21701170343181,0.287744773072006,-0.379734431872379,0.813757838735998,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0007-s173008","gaussian_homoskedastic","fixed","complete",TRUE,7,"wild_bootstrap",24,0.21701170343181,0.287744773072006,-0.455807871686868,0.889831278550487,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0008-s173009","gaussian_homoskedastic","fixed","complete",TRUE,8,"classical",24,-0.273121860268891,0.124138936643662,-0.530570257652427,-0.0156734628853563,TRUE,1,1,FALSE
"gaussian_homoskedastic-r0008-s173009","gaussian_homoskedastic","fixed","complete",TRUE,8,"HC3",24,-0.273121860268891,0.127177798142547,-0.536872470672055,-0.00937124986572835,TRUE,1,1,FALSE
"gaussian_homoskedastic-r0008-s173009","gaussian_homoskedastic","fixed","complete",TRUE,8,"wild_bootstrap",24,-0.273121860268891,0.127177798142547,-0.563618010971498,0.0173742904337148,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0009-s173010","gaussian_homoskedastic","fixed","complete",TRUE,9,"classical",24,-0.176644720273803,0.209202789152919,-0.610504750428446,0.257215309880841,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0009-s173010","gaussian_homoskedastic","fixed","complete",TRUE,9,"HC3",24,-0.176644720273803,0.318330496373164,-0.836821763394628,0.483532322847023,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0009-s173010","gaussian_homoskedastic","fixed","complete",TRUE,9,"wild_bootstrap",24,-0.176644720273803,0.318330496373164,-0.711111165101094,0.357821724553489,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0010-s173011","gaussian_homoskedastic","fixed","complete",TRUE,10,"classical",24,-0.135079317399638,0.250177415875919,-0.653915522382531,0.383756887583256,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0010-s173011","gaussian_homoskedastic","fixed","complete",TRUE,10,"HC3",24,-0.135079317399638,0.357824961987267,-0.877162869088812,0.607004234289537,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0010-s173011","gaussian_homoskedastic","fixed","complete",TRUE,10,"wild_bootstrap",24,-0.135079317399638,0.357824961987267,-1.07068805039609,0.800529415596817,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0011-s173012","gaussian_homoskedastic","fixed","complete",TRUE,11,"classical",24,0.277773684383863,0.234372298552052,-0.208284713445999,0.763832082213725,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0011-s173012","gaussian_homoskedastic","fixed","complete",TRUE,11,"HC3",24,0.277773684383863,0.260794829004704,-0.263081687737628,0.818629056505354,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0011-s173012","gaussian_homoskedastic","fixed","complete",TRUE,11,"wild_bootstrap",24,0.277773684383863,0.260794829004704,-0.1945516110591,0.750098979826826,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0012-s173013","gaussian_homoskedastic","fixed","complete",TRUE,12,"classical",24,-0.0280663162793744,0.248707427475686,-0.543853951908892,0.487721319350144,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0012-s173013","gaussian_homoskedastic","fixed","complete",TRUE,12,"HC3",24,-0.0280663162793744,0.262292969362057,-0.572028641339921,0.515896008781172,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0012-s173013","gaussian_homoskedastic","fixed","complete",TRUE,12,"wild_bootstrap",24,-0.0280663162793744,0.262292969362057,-0.493057853182307,0.436925220623558,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0013-s173014","gaussian_homoskedastic","fixed","complete",TRUE,13,"classical",24,0.291313912194876,0.180190991252801,-0.0823793316432386,0.66500715603299,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0013-s173014","gaussian_homoskedastic","fixed","complete",TRUE,13,"HC3",24,0.291313912194876,0.148385916803179,-0.0164196443194852,0.599047468709237,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0013-s173014","gaussian_homoskedastic","fixed","complete",TRUE,13,"wild_bootstrap",24,0.291313912194876,0.148385916803179,-0.0455835357139216,0.628211360103673,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0014-s173015","gaussian_homoskedastic","fixed","complete",TRUE,14,"classical",24,0.019053438917833,0.216067950337319,-0.429044064123957,0.467150941959623,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0014-s173015","gaussian_homoskedastic","fixed","complete",TRUE,14,"HC3",24,0.019053438917833,0.167505644265641,-0.328332005446592,0.366438883282258,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0014-s173015","gaussian_homoskedastic","fixed","complete",TRUE,14,"wild_bootstrap",24,0.019053438917833,0.167505644265641,-0.243890147861775,0.281997025697441,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0015-s173016","gaussian_homoskedastic","fixed","complete",TRUE,15,"classical",24,-0.469061936635363,0.232774742830213,-0.951807206679228,0.0136833334085024,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0015-s173016","gaussian_homoskedastic","fixed","complete",TRUE,15,"HC3",24,-0.469061936635363,0.180797670968969,-0.844013357197682,-0.0941105160730435,TRUE,1,1,FALSE
"gaussian_homoskedastic-r0015-s173016","gaussian_homoskedastic","fixed","complete",TRUE,15,"wild_bootstrap",24,-0.469061936635363,0.180797670968969,-0.873278742408033,-0.0648451308626923,TRUE,1,1,FALSE
"gaussian_homoskedastic-r0016-s173017","gaussian_homoskedastic","fixed","complete",TRUE,16,"classical",24,0.134170869395632,0.184573709856424,-0.248611576518737,0.516953315310001,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0016-s173017","gaussian_homoskedastic","fixed","complete",TRUE,16,"HC3",24,0.134170869395632,0.205885359413878,-0.292809232568551,0.561150971359815,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0016-s173017","gaussian_homoskedastic","fixed","complete",TRUE,16,"wild_bootstrap",24,0.134170869395632,0.205885359413878,-0.321046669929273,0.589388408720537,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0017-s173018","gaussian_homoskedastic","fixed","complete",TRUE,17,"classical",24,-0.20474081712429,0.208678418820277,-0.63751336976846,0.22803173551988,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0017-s173018","gaussian_homoskedastic","fixed","complete",TRUE,17,"HC3",24,-0.20474081712429,0.20897766648787,-0.638133971446913,0.228652337198333,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0017-s173018","gaussian_homoskedastic","fixed","complete",TRUE,17,"wild_bootstrap",24,-0.20474081712429,0.20897766648787,-0.705024923027709,0.295543288779129,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0018-s173019","gaussian_homoskedastic","fixed","complete",TRUE,18,"classical",24,-0.135192041691024,0.221341962933557,-0.594227177415939,0.323843094033891,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0018-s173019","gaussian_homoskedastic","fixed","complete",TRUE,18,"HC3",24,-0.135192041691024,0.192526523079786,-0.534467612763395,0.264083529381347,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0018-s173019","gaussian_homoskedastic","fixed","complete",TRUE,18,"wild_bootstrap",24,-0.135192041691024,0.192526523079786,-0.469378459811417,0.198994376429369,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0019-s173020","gaussian_homoskedastic","fixed","complete",TRUE,19,"classical",24,-0.227763147808776,0.187104757258319,-0.615794664763525,0.160268369145973,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0019-s173020","gaussian_homoskedastic","fixed","complete",TRUE,19,"HC3",24,-0.227763147808776,0.218483821571007,-0.680870861137637,0.225344565520085,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0019-s173020","gaussian_homoskedastic","fixed","complete",TRUE,19,"wild_bootstrap",24,-0.227763147808776,0.218483821571007,-0.648806660084499,0.193280364466947,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0020-s173021","gaussian_homoskedastic","fixed","complete",TRUE,20,"classical",24,0.16657337022233,0.192527110072768,-0.232703418198978,0.565850158643637,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0020-s173021","gaussian_homoskedastic","fixed","complete",TRUE,20,"HC3",24,0.16657337022233,0.233185969677371,-0.317024732104655,0.650171472549315,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0020-s173021","gaussian_homoskedastic","fixed","complete",TRUE,20,"wild_bootstrap",24,0.16657337022233,0.233185969677371,-0.271241333275604,0.604388073720264,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0021-s173022","gaussian_homoskedastic","fixed","complete",TRUE,21,"classical",24,0.000612181665645197,0.185125541919276,-0.38331469390188,0.38453905723317,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0021-s173022","gaussian_homoskedastic","fixed","complete",TRUE,21,"HC3",24,0.000612181665645197,0.261237088604685,-0.541160380729269,0.542384744060559,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0021-s173022","gaussian_homoskedastic","fixed","complete",TRUE,21,"wild_bootstrap",24,0.000612181665645197,0.261237088604685,-0.607056147553482,0.608280510884772,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0022-s173023","gaussian_homoskedastic","fixed","complete",TRUE,22,"classical",24,-0.0330307427636714,0.194657638223799,-0.436725976137813,0.37066449061047,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0022-s173023","gaussian_homoskedastic","fixed","complete",TRUE,22,"HC3",24,-0.0330307427636714,0.228647857454043,-0.507217376371569,0.441155890844227,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0022-s173023","gaussian_homoskedastic","fixed","complete",TRUE,22,"wild_bootstrap",24,-0.0330307427636714,0.228647857454043,-0.519444461431626,0.453382975904283,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0023-s173024","gaussian_homoskedastic","fixed","complete",TRUE,23,"classical",24,0.00928215248012283,0.178038667362881,-0.35994744480928,0.378511749769525,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0023-s173024","gaussian_homoskedastic","fixed","complete",TRUE,23,"HC3",24,0.00928215248012283,0.18353097253239,-0.371337788581035,0.38990209354128,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0023-s173024","gaussian_homoskedastic","fixed","complete",TRUE,23,"wild_bootstrap",24,0.00928215248012283,0.18353097253239,-0.363982149448394,0.38254645440864,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0024-s173025","gaussian_homoskedastic","fixed","complete",TRUE,24,"classical",24,-0.394600956918591,0.221995155510374,-0.854990731136723,0.0657888172995406,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0024-s173025","gaussian_homoskedastic","fixed","complete",TRUE,24,"HC3",24,-0.394600956918591,0.322761775500502,-1.06396791047797,0.274765996640785,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0024-s173025","gaussian_homoskedastic","fixed","complete",TRUE,24,"wild_bootstrap",24,-0.394600956918591,0.322761775500502,-0.863609243537149,0.0744073296999665,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0025-s173026","gaussian_homoskedastic","fixed","complete",TRUE,25,"classical",24,0.0483190501125204,0.192814564209992,-0.351553881702233,0.448191981927274,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0025-s173026","gaussian_homoskedastic","fixed","complete",TRUE,25,"HC3",24,0.0483190501125204,0.186583449414305,-0.338631340544439,0.43526944076948,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0025-s173026","gaussian_homoskedastic","fixed","complete",TRUE,25,"wild_bootstrap",24,0.0483190501125204,0.186583449414305,-0.319542837414066,0.416180937639107,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0026-s173027","gaussian_homoskedastic","fixed","complete",TRUE,26,"classical",24,-0.0765727196812798,0.177477005863256,-0.44463750231333,0.291492062950771,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0026-s173027","gaussian_homoskedastic","fixed","complete",TRUE,26,"HC3",24,-0.0765727196812798,0.157143442031315,-0.402468271907761,0.249322832545202,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0026-s173027","gaussian_homoskedastic","fixed","complete",TRUE,26,"wild_bootstrap",24,-0.0765727196812798,0.157143442031315,-0.391774402721341,0.238628963358781,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0027-s173028","gaussian_homoskedastic","fixed","complete",TRUE,27,"classical",24,0.0234054985088184,0.207409614397983,-0.406735714815518,0.453546711833154,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0027-s173028","gaussian_homoskedastic","fixed","complete",TRUE,27,"HC3",24,0.0234054985088184,0.286646540818144,-0.571063042501783,0.61787403951942,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0027-s173028","gaussian_homoskedastic","fixed","complete",TRUE,27,"wild_bootstrap",24,0.0234054985088184,0.286646540818144,-0.645853507889913,0.692664504907549,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0028-s173029","gaussian_homoskedastic","fixed","complete",TRUE,28,"classical",24,0.339394519849651,0.260696618796198,-0.201257176765427,0.880046216464729,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0028-s173029","gaussian_homoskedastic","fixed","complete",TRUE,28,"HC3",24,0.339394519849651,0.250522055166223,-0.180156423275546,0.858945462974848,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0028-s173029","gaussian_homoskedastic","fixed","complete",TRUE,28,"wild_bootstrap",24,0.339394519849651,0.250522055166223,-0.111656384333086,0.790445424032388,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0029-s173030","gaussian_homoskedastic","fixed","complete",TRUE,29,"classical",24,0.0960373457569283,0.160367727814817,-0.236544965919184,0.428619657433041,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0029-s173030","gaussian_homoskedastic","fixed","complete",TRUE,29,"HC3",24,0.0960373457569283,0.150408614164395,-0.215891028339378,0.407965719853234,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0029-s173030","gaussian_homoskedastic","fixed","complete",TRUE,29,"wild_bootstrap",24,0.0960373457569283,0.150408614164395,-0.206589954371883,0.39866464588574,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0030-s173031","gaussian_homoskedastic","fixed","complete",TRUE,30,"classical",24,-0.184006842408634,0.194259944447858,-0.586877309371578,0.21886362455431,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0030-s173031","gaussian_homoskedastic","fixed","complete",TRUE,30,"HC3",24,-0.184006842408634,0.244118251391624,-0.690277109353547,0.32226342453628,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0030-s173031","gaussian_homoskedastic","fixed","complete",TRUE,30,"wild_bootstrap",24,-0.184006842408634,0.244118251391624,-0.703854747106104,0.335841062288837,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0031-s173032","gaussian_homoskedastic","fixed","complete",TRUE,31,"classical",24,-0.109771083276647,0.262730986700041,-0.654641800697714,0.435099634144419,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0031-s173032","gaussian_homoskedastic","fixed","complete",TRUE,31,"HC3",24,-0.109771083276647,0.245138218201269,-0.618156631918238,0.398614465364944,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0031-s173032","gaussian_homoskedastic","fixed","complete",TRUE,31,"wild_bootstrap",24,-0.109771083276647,0.245138218201269,-0.573656069365863,0.354113902812569,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0032-s173033","gaussian_homoskedastic","fixed","complete",TRUE,32,"classical",24,-0.36938952438711,0.208652115919833,-0.802107528154441,0.0633284793802205,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0032-s173033","gaussian_homoskedastic","fixed","complete",TRUE,32,"HC3",24,-0.36938952438711,0.187805462280476,-0.758874214615856,0.0200951658416353,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0032-s173033","gaussian_homoskedastic","fixed","complete",TRUE,32,"wild_bootstrap",24,-0.36938952438711,0.187805462280476,-0.726006016828409,-0.0127730319458113,TRUE,1,1,FALSE
"gaussian_homoskedastic-r0033-s173034","gaussian_homoskedastic","fixed","complete",TRUE,33,"classical",24,-0.0897620766969862,0.177787031302449,-0.458469812737746,0.278945659343773,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0033-s173034","gaussian_homoskedastic","fixed","complete",TRUE,33,"HC3",24,-0.0897620766969862,0.143280061317644,-0.386906737031286,0.207382583637313,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0033-s173034","gaussian_homoskedastic","fixed","complete",TRUE,33,"wild_bootstrap",24,-0.0897620766969862,0.143280061317644,-0.346875003712947,0.167350850318975,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0034-s173035","gaussian_homoskedastic","fixed","complete",TRUE,34,"classical",24,0.193579910157647,0.199633206501283,-0.220434020264688,0.607593840579981,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0034-s173035","gaussian_homoskedastic","fixed","complete",TRUE,34,"HC3",24,0.193579910157647,0.110112073644358,-0.0347785538244531,0.421938374139746,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0034-s173035","gaussian_homoskedastic","fixed","complete",TRUE,34,"wild_bootstrap",24,0.193579910157647,0.110112073644358,0.000269482493123446,0.38689033782217,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0035-s173036","gaussian_homoskedastic","fixed","complete",TRUE,35,"classical",24,-0.0942214410505962,0.194190383058479,-0.496947646521541,0.308504764420349,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0035-s173036","gaussian_homoskedastic","fixed","complete",TRUE,35,"HC3",24,-0.0942214410505962,0.18416785456812,-0.476162194613086,0.287719312511893,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0035-s173036","gaussian_homoskedastic","fixed","complete",TRUE,35,"wild_bootstrap",24,-0.0942214410505962,0.18416785456812,-0.464631546119219,0.276188664018027,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0036-s173037","gaussian_homoskedastic","fixed","complete",TRUE,36,"classical",24,0.269518911645417,0.20276772176784,-0.150995605569163,0.690033428859998,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0036-s173037","gaussian_homoskedastic","fixed","complete",TRUE,36,"HC3",24,0.269518911645417,0.161073480224154,-0.064527040945027,0.603564864235861,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0036-s173037","gaussian_homoskedastic","fixed","complete",TRUE,36,"wild_bootstrap",24,0.269518911645417,0.161073480224154,-0.0730425180991208,0.612080341389955,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0037-s173038","gaussian_homoskedastic","fixed","complete",TRUE,37,"classical",24,-0.366733737297053,0.260508567530164,-0.906995439456117,0.173527964862011,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0037-s173038","gaussian_homoskedastic","fixed","complete",TRUE,37,"HC3",24,-0.366733737297053,0.2550150892751,-0.895602662853824,0.162135188259718,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0037-s173038","gaussian_homoskedastic","fixed","complete",TRUE,37,"wild_bootstrap",24,-0.366733737297053,0.2550150892751,-0.984531690757928,0.251064216163822,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0038-s173039","gaussian_homoskedastic","fixed","complete",TRUE,38,"classical",24,-0.209665490853343,0.166066546946324,-0.554066430045144,0.134735448338458,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0038-s173039","gaussian_homoskedastic","fixed","complete",TRUE,38,"HC3",24,-0.209665490853343,0.16736908117001,-0.55676772069167,0.137436738984984,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0038-s173039","gaussian_homoskedastic","fixed","complete",TRUE,38,"wild_bootstrap",24,-0.209665490853343,0.16736908117001,-0.455483561962341,0.036152580255655,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0039-s173040","gaussian_homoskedastic","fixed","complete",TRUE,39,"classical",24,0.0889737824645486,0.159824716689175,-0.242482393062523,0.42042995799162,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0039-s173040","gaussian_homoskedastic","fixed","complete",TRUE,39,"HC3",24,0.0889737824645486,0.158399446730511,-0.239526564080757,0.417474129009854,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0039-s173040","gaussian_homoskedastic","fixed","complete",TRUE,39,"wild_bootstrap",24,0.0889737824645486,0.158399446730511,-0.214441209983221,0.392388774912318,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0040-s173041","gaussian_homoskedastic","fixed","complete",TRUE,40,"classical",24,-0.126195600733303,0.209734428791096,-0.561158184015392,0.308766982548786,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0040-s173041","gaussian_homoskedastic","fixed","complete",TRUE,40,"HC3",24,-0.126195600733303,0.218490997994219,-0.579318197052986,0.32692699558638,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0040-s173041","gaussian_homoskedastic","fixed","complete",TRUE,40,"wild_bootstrap",24,-0.126195600733303,0.218490997994219,-0.579056257374538,0.326665055907932,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0041-s173042","gaussian_homoskedastic","fixed","complete",TRUE,41,"classical",24,-0.102130790353009,0.22446558873265,-0.567643929496875,0.363382348790856,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0041-s173042","gaussian_homoskedastic","fixed","complete",TRUE,41,"HC3",24,-0.102130790353009,0.200007271162829,-0.516920483402577,0.312658902696558,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0041-s173042","gaussian_homoskedastic","fixed","complete",TRUE,41,"wild_bootstrap",24,-0.102130790353009,0.200007271162829,-0.545121122000668,0.340859541294649,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0042-s173043","gaussian_homoskedastic","fixed","complete",TRUE,42,"classical",24,0.241031583058114,0.266745447823847,-0.31216461716976,0.794227783285989,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0042-s173043","gaussian_homoskedastic","fixed","complete",TRUE,42,"HC3",24,0.241031583058114,0.273735888525138,-0.326661903872948,0.808725069989177,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0042-s173043","gaussian_homoskedastic","fixed","complete",TRUE,42,"wild_bootstrap",24,0.241031583058114,0.273735888525138,-0.351079905193481,0.83314307130971,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0043-s173044","gaussian_homoskedastic","fixed","complete",TRUE,43,"classical",24,0.175770373507522,0.1972222216118,-0.23324348028539,0.584784227300433,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0043-s173044","gaussian_homoskedastic","fixed","complete",TRUE,43,"HC3",24,0.175770373507522,0.29675869219581,-0.439669485903789,0.791210232918832,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0043-s173044","gaussian_homoskedastic","fixed","complete",TRUE,43,"wild_bootstrap",24,0.175770373507522,0.29675869219581,-0.582943974698596,0.934484721713639,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0044-s173045","gaussian_homoskedastic","fixed","complete",TRUE,44,"classical",24,0.0603472404199151,0.260552873406214,-0.48000634650224,0.60070082734207,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0044-s173045","gaussian_homoskedastic","fixed","complete",TRUE,44,"HC3",24,0.0603472404199151,0.317957993725243,-0.599057279491664,0.719751760331494,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0044-s173045","gaussian_homoskedastic","fixed","complete",TRUE,44,"wild_bootstrap",24,0.0603472404199151,0.317957993725243,-0.404693147955517,0.525387628795347,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0045-s173046","gaussian_homoskedastic","fixed","complete",TRUE,45,"classical",24,-0.255873532230874,0.252072321434225,-0.77863953081736,0.266892466355612,FALSE,1,1,FALSE
"gaussian_homoskedastic-r0045-s173046","gaussian_homoskedastic","fixed","complete",TRUE,45,"HC3",24,-0.255873532230874,0.270568056640376,-0.816997337932481,0.305250273470734,FALSE,1,1,FALSE
